t,status,vram_free,vram_total
240.5,,13949609720,17102733312
241.5,,13949609720,17102733312
242.5,,13949609720,17102733312
243.5,,13949609720,17102733312
244.5,,13949609720,17102733312
245.5,,13949609720,17102733312
246.6,,13949609720,17102733312
247.6,,13949599224,17102733312
248.6,,13949609720,17102733312
249.6,,13949609720,17102733312
250.6,,13949609720,17102733312
251.6,,13949609720,17102733312
252.7,,13949609720,17102733312
253.7,,13949598192,17102733312
254.7,,13949609720,17102733312
255.7,,13949540848,17102733312
256.7,,13949609720,17102733312
257.7,,13949424880,17102733312
258.7,,13949609720,17102733312
259.8,,13949608432,17102733312
260.8,,13949609720,17102733312
261.8,,13949540592,17102733312
262.8,,13949609720,17102733312
263.8,,13949608432,17102733312
264.8,,13949609720,17102733312
265.8,,13949408496,17102733312
266.9,,13949609720,17102733312
267.9,,13949608432,17102733312
268.9,,13949609720,17102733312
269.9,,13949608432,17102733312
270.9,,13949609720,17102733312
271.9,,13949563376,17102733312
273,,13949609720,17102733312
274,,13949608432,17102733312
275,,13949609720,17102733312
276,,13949581808,17102733312
